"indicador","ano","município","valor"
"Matrícula em distorção no ensino fundamental","2023","Brejo Santo",NULL
"Matrícula em distorção no ensino fundamental","2023","Camocim",NULL
"Matrícula em distorção no ensino fundamental","2023","Campos Sales",NULL
"Matrícula em distorção no ensino fundamental","2023","Canindé",NULL
"Matrícula em distorção no ensino fundamental","2023","Capistrano",NULL
"Matrícula em distorção no ensino fundamental","2023","Caridade",NULL
"Matrícula em distorção no ensino fundamental","2023","Cariré",NULL
"Matrícula em distorção no ensino fundamental","2023","Caririaçu",NULL
"Matrícula em distorção no ensino fundamental","2023","Cariús",NULL
"Matrícula em distorção no ensino fundamental","2023","Carnaubal",NULL
"Matrícula em distorção no ensino fundamental","2023","Cascavel",NULL
"Matrícula em distorção no ensino fundamental","2023","Catarina",NULL
"Matrícula em distorção no ensino fundamental","2023","Catunda",NULL
"Matrícula em distorção no ensino fundamental","2023","Caucaia",NULL
"Matrícula em distorção no ensino fundamental","2023","Cedro",NULL
"Matrícula em distorção no ensino fundamental","2023","Chaval",NULL
"Matrícula em distorção no ensino fundamental","2023","Choró",NULL
"Matrícula em distorção no ensino fundamental","2023","Chorozinho",NULL
"Matrícula em distorção no ensino fundamental","2023","Coreaú",NULL
"Matrícula em distorção no ensino fundamental","2023","Crateús",NULL
"Matrícula em distorção no ensino fundamental","2023","Crato",NULL
"Matrícula em distorção no ensino fundamental","2023","Croatá",NULL
"Matrícula em distorção no ensino fundamental","2023","Cruz",NULL
"Matrícula em distorção no ensino fundamental","2023","Deputado Irapuan Pinheiro",NULL
"Matrícula em distorção no ensino fundamental","2023","Ereré",NULL
"Matrícula em distorção no ensino fundamental","2023","Eusébio",NULL
"Matrícula em distorção no ensino fundamental","2023","Farias Brito",NULL
"Matrícula em distorção no ensino fundamental","2023","Forquilha",NULL
"Matrícula em distorção no ensino fundamental","2023","Guaraciaba do Norte",NULL
"Matrícula em distorção no ensino fundamental","2023","Guaramiranga",NULL
"Matrícula em distorção no ensino fundamental","2023","Hidrolândia",NULL
"Matrícula em distorção no ensino fundamental","2023","Horizonte",NULL
"Matrícula em distorção no ensino fundamental","2023","Ibaretama",NULL
"Matrícula em distorção no ensino fundamental","2023","Ibiapina",NULL
"Matrícula em distorção no ensino fundamental","2023","Ibicuitinga",NULL
"Matrícula em distorção no ensino fundamental","2023","Icapuí",NULL
"Matrícula em distorção no ensino fundamental","2023","Icó",NULL
"Matrícula em distorção no ensino fundamental","2023","Iguatu",NULL
"Matrícula em distorção no ensino fundamental","2023","Independência",NULL
"Matrícula em distorção no ensino fundamental","2023","Ipaporanga",NULL
"Matrícula em distorção no ensino fundamental","2022","Tianguá","169"
"Matrícula em distorção no ensino fundamental","2022","Trairi","200"
"Matrícula em distorção no ensino fundamental","2022","Tururu","57"
"Matrícula em distorção no ensino fundamental","2022","Ubajara","79"
"Matrícula em distorção no ensino fundamental","2022","Umari","40"
"Matrícula em distorção no ensino fundamental","2022","Umirim","70"
"Matrícula em distorção no ensino fundamental","2022","Uruburetama","36"
"Matrícula em distorção no ensino fundamental","2022","Uruoca","38"
"Matrícula em distorção no ensino fundamental","2022","Varjota","69"
"Matrícula em distorção no ensino fundamental","2022","Várzea Alegre","83"
"Matrícula em distorção no ensino fundamental","2022","Viçosa do Ceará","320"
"Matrícula em distorção no ensino médio","2022","Varjota","39"
"Matrícula em distorção no ensino médio","2022","Potiretama","19"
"Matrícula em distorção no ensino médio","2022","Quiterianópolis","45"
"Matrícula em distorção no ensino médio","2022","Santa Quitéria","155"
"Matrícula em distorção no ensino médio","2022","Santana do Acaraú","121"
"Matrícula em distorção no ensino médio","2022","Viçosa do Ceará","340"
"Matrícula em distorção no ensino médio","2022","Santana do Cariri","68"
"Matrícula em distorção no ensino médio","2022","Catarina","24"
"Matrícula em distorção no ensino médio","2022","Graça","41"
"Matrícula em distorção no ensino médio","2022","Coreaú","34"
"Matrícula em distorção no ensino médio","2022","Granja","146"
"Matrícula em distorção no ensino médio","2022","Crateús","369"
"Matrícula em distorção no ensino médio","2022","Granjeiro","29"
"Matrícula em distorção no ensino médio","2022","Groaíras","6"
"Matrícula em distorção no ensino médio","2022","Crato","653"
"Matrícula em distorção no ensino médio","2022","Guaiúba","121"
"Matrícula em distorção no ensino médio","2022","Tururu","24"
"Matrícula em distorção no ensino médio","2022","Ubajara","53"
"Matrícula em distorção no ensino médio","2022","Croatá","105"
"Matrícula em distorção no ensino médio","2022","Pires Ferreira","12"
"Matrícula em distorção no ensino médio","2022","Poranga","82"
"Matrícula em distorção no ensino médio","2022","Porteiras","41"
"Matrícula em distorção no ensino médio","2022","Uruoca","67"
"Matrícula em distorção no ensino médio","2022","Potengi","95"
"Matrícula em distorção no ensino médio","2022","Ceará","33756"
"Matrícula em distorção no ensino médio","2022","Abaiara","10"
"Matrícula em distorção no ensino médio","2022","Acarape","54"
"Matrícula em distorção no ensino médio","2022","Acaraú","137"
"Matrícula em distorção no ensino médio","2022","Acopiara","105"
"Matrícula em distorção no ensino médio","2022","Aiuaba","47"
"Matrícula em distorção no ensino médio","2022","Alcântaras","55"
"Matrícula em distorção no ensino médio","2022","Altaneira","17"
"Matrícula em distorção no ensino médio","2022","Alto Santo","93"
"Matrícula em distorção no ensino médio","2022","Amontada","160"
"Matrícula em distorção no ensino médio","2022","Antonina do Norte","13"
"Matrícula em distorção no ensino médio","2022","Apuiarés","43"
"Matrícula em distorção no ensino médio","2022","Aquiraz","369"
"Matrícula em distorção no ensino médio","2022","Aracati","351"
"Matrícula em distorção no ensino médio","2022","Aracoiaba","86"
"Matrícula em distorção no ensino médio","2022","Ararendá","63"
"Matrícula em distorção no ensino médio","2022","Araripe","104"
"Matrícula em distorção no ensino médio","2022","Aratuba","45"
"Matrícula em distorção no ensino médio","2022","Arneiroz","29"
"Matrícula em distorção no ensino médio","2022","Assaré","57"
"Matrícula em distorção no ensino médio","2022","Aurora","103"
"Matrícula em distorção no ensino médio","2022","Baixio","34"
"Matrícula em distorção no ensino médio","2022","Banabuiú","93"
"Matrícula em distorção no ensino médio","2022","Barbalha","227"
"Matrícula em distorção no ensino médio","2022","Barreira","87"
"Matrícula em distorção no ensino médio","2022","Barro","95"
"Matrícula em distorção no ensino médio","2022","Barroquinha","102"
"Matrícula em distorção no ensino médio","2022","Baturité","222"
"Matrícula em distorção no ensino médio","2022","Beberibe","253"
"Matrícula em distorção no ensino médio","2022","Bela Cruz","28"
"Matrícula em distorção no ensino médio","2022","Boa Viagem","352"
"Matrícula em distorção no ensino médio","2022","Brejo Santo","132"
"Matrícula em distorção no ensino médio","2022","Camocim","167"
"Matrícula em distorção no ensino médio","2022","Campos Sales","67"
"Matrícula em distorção no ensino médio","2022","Canindé","314"
"Matrícula em distorção no ensino médio","2022","Capistrano","74"
"Matrícula em distorção no ensino médio","2022","Caridade","111"
"Matrícula em distorção no ensino médio","2022","Cariré","37"
"Matrícula em distorção no ensino médio","2022","Caririaçu","101"
"Matrícula em distorção no ensino médio","2022","Cariús","39"
"Matrícula em distorção no ensino médio","2022","Carnaubal","78"
"Matrícula em distorção no ensino médio","2022","Deputado Irapuan Pinheiro","14"
"Matrícula em distorção no ensino médio","2022","Ereré","26"
"Matrícula em distorção no ensino médio","2022","Eusébio","170"
"Matrícula em distorção no ensino médio","2022","Farias Brito","70"
"Matrícula em distorção no ensino médio","2022","Forquilha","42"
"Matrícula em distorção no ensino médio","2022","Fortaleza","12038"
"Matrícula em distorção no ensino médio","2022","Fortim","84"
"Matrícula em distorção no ensino médio","2022","Frecheirinha","25"
"Matrícula em distorção no ensino médio","2022","General Sampaio","34"
"Matrícula em distorção no ensino fundamental","2023","Groaíras",NULL
"Matrícula em distorção no ensino fundamental","2023","Reriutaba",NULL
"Matrícula em distorção no ensino fundamental","2023","Itapipoca",NULL
"Matrícula em distorção no ensino fundamental","2023","Russas",NULL
"Matrícula em distorção no ensino fundamental","2023","Itapiúna",NULL
"Matrícula em distorção no ensino fundamental","2023","Itarema",NULL
"Matrícula em distorção no ensino fundamental","2023","Saboeiro",NULL
"Matrícula em distorção no ensino fundamental","2023","Itatira",NULL
"Matrícula em distorção no ensino fundamental","2023","Jaguaretama",NULL
"Matrícula em distorção no ensino fundamental","2023","Jaguaruana",NULL
"Matrícula em distorção no ensino fundamental","2023","Santa Quitéria",NULL
"Matrícula em distorção no ensino fundamental","2023","Santana do Acaraú",NULL
"Matrícula em distorção no ensino fundamental","2023","Jardim",NULL
"Matrícula em distorção no ensino fundamental","2023","Santana do Cariri",NULL
"Matrícula em distorção no ensino fundamental","2023","São Benedito",NULL
"Matrícula em distorção no ensino fundamental","2023","Jati",NULL
"Matrícula em distorção no ensino médio","2023","Carnaubal",NULL
"Matrícula em distorção no ensino médio","2023","Ceará",NULL
"Matrícula em distorção no ensino médio","2023","Abaiara",NULL
"Matrícula em distorção no ensino médio","2023","Acarape",NULL
"Matrícula em distorção no ensino médio","2023","Acaraú",NULL
"Matrícula em distorção no ensino médio","2023","Acopiara",NULL
"Matrícula em distorção no ensino médio","2023","Aiuaba",NULL
"Matrícula em distorção no ensino médio","2023","Alcântaras",NULL
"Matrícula em distorção no ensino médio","2023","Altaneira",NULL
"Matrícula em distorção no ensino médio","2023","Alto Santo",NULL
"Matrícula em distorção no ensino médio","2023","Amontada",NULL
"Matrícula em distorção no ensino médio","2023","Antonina do Norte",NULL
"Matrícula em distorção no ensino médio","2023","Apuiarés",NULL
"Matrícula em distorção no ensino médio","2023","Aquiraz",NULL
"Matrícula em distorção no ensino médio","2023","Aracati",NULL
"Matrícula em distorção no ensino médio","2023","Aracoiaba",NULL
"Matrícula em distorção no ensino médio","2023","Ararendá",NULL
"Matrícula em distorção no ensino médio","2023","Araripe",NULL
"Matrícula em distorção no ensino médio","2023","Aratuba",NULL
"Matrícula em distorção no ensino médio","2023","Arneiroz",NULL
